Enode,Name,Busbar,Substation,Area,ReportNode
N130092,BALCH SPRINGS 7 1,,BALCH SPRINGS 7,,1
N130093,BALCH SPRINGS 8 1,,BALCH SPRINGS 8,,1
N130094,DALLAS 16 1,,DALLAS 16,,1
N130095,BALCH SPRINGS 9 1,,BALCH SPRINGS 9,,1
N130096,MESQUITE 8 1,,MESQUITE 8,,1
N130097,MESQUITE 8 2,,MESQUITE 8,,1
N130098,DALLAS 17 1,,DALLAS 17,,1
N130099,MESQUITE 9 1,,MESQUITE 9,,1
N130100,DALLAS 18 1,,DALLAS 18,,1
N130101,DALLAS 18 2,,DALLAS 18,,1
N130102,MESQUITE 10 1,,MESQUITE 10,,1
N130103,MESQUITE 10 2,,MESQUITE 10,,1
N130104,DALLAS 19 1,,DALLAS 19,,1
N130105,DALLAS 19 2,,DALLAS 19,,1
N130106,LANCASTER 1 1,,LANCASTER 1,,1
N130107,LANCASTER 1 2,,LANCASTER 1,,1
N130108,DALLAS 20 1,,DALLAS 20,,1
N130109,DESOTO 1 1,,DESOTO 1,,1
N130110,DESOTO 1 2,,DESOTO 1,,1
N130111,DUNCANVILLE 9 1,,DUNCANVILLE 9,,1
N130112,DUNCANVILLE 10 1,,DUNCANVILLE 10,,1
N130113,DALLAS 21 1,,DALLAS 21,,1
N130114,DALLAS 21 2,,DALLAS 21,,1
N130115,LANCASTER 2 1,,LANCASTER 2,,1
N130116,IRVING 1 1,,IRVING 1,,1
N130117,IRVING 2 1,,IRVING 2,,1
N130118,GRAND PRAIRIE 2 1,,GRAND PRAIRIE 2,,1
N130119,GRAND PRAIRIE 2 2,,GRAND PRAIRIE 2,,1
N130120,GRAND PRAIRIE 3 1,,GRAND PRAIRIE 3,,1
N130121,DALLAS 22 1,,DALLAS 22,,1
N130122,DALLAS 22 2,,DALLAS 22,,1
N130123,IRVING 3 1,,IRVING 3,,1
N130124,IRVING 3 2,,IRVING 3,,1
N130125,IRVING 4 1,,IRVING 4,,1
N130126,COPPELL 1 1,,COPPELL 1,,1
N130127,COPPELL 1 2,,COPPELL 1,,1
N130128,COPPELL 2 1,,COPPELL 2,,1
N130129,COPPELL 3 1,,COPPELL 3,,1
N130130,COPPELL 4 1,,COPPELL 4,,1
N130131,IRVING 5 1,,IRVING 5,,1
N130132,IRVING 5 2,,IRVING 5,,1
N130133,CARROLLTON 1 1,,CARROLLTON 1,,1
N130134,CARROLLTON 1 2,,CARROLLTON 1,,1
N130135,COPPELL 5 1,,COPPELL 5,,1
N130136,COPPELL 6 1,,COPPELL 6,,1
N130137,CARROLLTON 2 1,,CARROLLTON 2,,1
N130138,CARROLLTON 3 1,,CARROLLTON 3,,1
N130139,CARROLLTON 3 2,,CARROLLTON 3,,1
N130140,DUNCANVILLE 11 1,,DUNCANVILLE 11,,1
N130141,DUNCANVILLE 12 1,,DUNCANVILLE 12,,1
N130142,DUNCANVILLE 12 2,,DUNCANVILLE 12,,1
N130143,DUNCANVILLE 13 1,,DUNCANVILLE 13,,1
N130144,DUNCANVILLE 13 2,,DUNCANVILLE 13,,1
N130145,DUNCANVILLE 13 3,,DUNCANVILLE 13,,1
N130146,DUNCANVILLE 13 4,,DUNCANVILLE 13,,1
N130147,DESOTO 2 1,,DESOTO 2,,1
N130148,CARROLLTON 4 1,,CARROLLTON 4,,1
N130149,ADDISON 1 1,,ADDISON 1,,1
N130150,ADDISON 2 1,,ADDISON 2,,1
N130151,ADDISON 3 1,,ADDISON 3,,1
N130152,ADDISON 4 1,,ADDISON 4,,1
N130153,ADDISON 4 2,,ADDISON 4,,1
N130154,ADDISON 5 1,,ADDISON 5,,1
N130155,ADDISON 5 2,,ADDISON 5,,1
N130156,CARROLLTON 5 1,,CARROLLTON 5,,1
N130157,ADDISON 6 1,,ADDISON 6,,1
N130158,ADDISON 7 1,,ADDISON 7,,1
N130159,ADDISON 7 2,,ADDISON 7,,1
N130160,CARROLLTON 6 1,,CARROLLTON 6,,1
N130161,CARROLLTON 6 2,,CARROLLTON 6,,1
N130162,CARROLLTON 7 1,,CARROLLTON 7,,1
N130163,CARROLLTON 7 2,,CARROLLTON 7,,1
N130164,CARROLLTON 8 1,,CARROLLTON 8,,1
N130165,CARROLLTON 8 2,,CARROLLTON 8,,1
N130166,CARROLLTON 8 3,,CARROLLTON 8,,1
N130167,CARROLLTON 8 4,,CARROLLTON 8,,1
N130168,DALLAS 23 1,,DALLAS 23,,1
N130169,GARLAND 1 1,,GARLAND 1,,1
N130170,MESQUITE 11 1,,MESQUITE 11,,1
N130171,MESQUITE 12 1,,MESQUITE 12,,1
N130172,MESQUITE 13 1,,MESQUITE 13,,1
N130173,MESQUITE 14 1,,MESQUITE 14,,1
N130174,MESQUITE 15 1,,MESQUITE 15,,1
N130175,MESQUITE 16 1,,MESQUITE 16,,1
N130176,MESQUITE 16 2,,MESQUITE 16,,1
N130177,GARLAND 2 1,,GARLAND 2,,1
N130178,MESQUITE 17 1,,MESQUITE 17,,1
N130179,MESQUITE 18 1,,MESQUITE 18,,1
N130180,MESQUITE 19 1,,MESQUITE 19,,1
N130181,MESQUITE 20 1,,MESQUITE 20,,1
N130182,MESQUITE 21 1,,MESQUITE 21,,1
N130183,MESQUITE 22 1,,MESQUITE 22,,1
N130184,MESQUITE 23 1,,MESQUITE 23,,1
N130185,MESQUITE 24 1,,MESQUITE 24,,1
N130186,MESQUITE 25 1,,MESQUITE 25,,1
N130187,MESQUITE 26 1,,MESQUITE 26,,1
N130188,MESQUITE 27 1,,MESQUITE 27,,1
N130189,MESQUITE 28 1,,MESQUITE 28,,1
N130190,MESQUITE 29 1,,MESQUITE 29,,1
N130191,MESQUITE 29 2,,MESQUITE 29,,1
N130192,MESQUITE 29 3,,MESQUITE 29,,1
N130193,MESQUITE 29 4,,MESQUITE 29,,1
N130194,MESQUITE 30 1,,MESQUITE 30,,1
N130195,GARLAND 3 1,,GARLAND 3,,1
N130196,GARLAND 4 1,,GARLAND 4,,1
N130197,MESQUITE 31 1,,MESQUITE 31,,1
N130198,MESQUITE 32 1,,MESQUITE 32,,1
N130199,GARLAND 5 1,,GARLAND 5,,1
N130200,MESQUITE 33 1,,MESQUITE 33,,1
N130201,LANCASTER 3 1,,LANCASTER 3,,1
N130202,LANCASTER 4 1,,LANCASTER 4,,1
N130203,DESOTO 3 1,,DESOTO 3,,1
N130204,LANCASTER 5 1,,LANCASTER 5,,1
N130205,LANCASTER 6 1,,LANCASTER 6,,1
N130206,DESOTO 4 1,,DESOTO 4,,1
N130207,DESOTO 5 1,,DESOTO 5,,1
N130208,DESOTO 6 1,,DESOTO 6,,1
N130209,LANCASTER 7 1,,LANCASTER 7,,1
N130210,LANCASTER 8 1,,LANCASTER 8,,1
N130211,LANCASTER 9 1,,LANCASTER 9,,1
N130212,WILMER 4 1,,WILMER 4,,1
N130213,DESOTO 7 1,,DESOTO 7,,1
N130214,DESOTO 8 1,,DESOTO 8,,1
N130215,DESOTO 9 1,,DESOTO 9,,1
N130216,LANCASTER 10 1,,LANCASTER 10,,1
N130217,LANCASTER 11 1,,LANCASTER 11,,1
N130218,LANCASTER 12 1,,LANCASTER 12,,1
N130219,LANCASTER 13 1,,LANCASTER 13,,1
N130220,LANCASTER 14 1,,LANCASTER 14,,1
N130221,LANCASTER 14 2,,LANCASTER 14,,1
N130222,LANCASTER 15 1,,LANCASTER 15,,1
N130223,DESOTO 10 1,,DESOTO 10,,1
N130224,DESOTO 11 1,,DESOTO 11,,1
N130225,HUTCHINS 2 1,,HUTCHINS 2,,1
N130226,DESOTO 12 1,,DESOTO 12,,1
N130227,DESOTO 13 1,,DESOTO 13,,1
N130228,DESOTO 13 2,,DESOTO 13,,1
N130229,DESOTO 14 1,,DESOTO 14,,1
N130230,DESOTO 15 1,,DESOTO 15,,1
N130231,DESOTO 16 1,,DESOTO 16,,1
N130232,LANCASTER 16 1,,LANCASTER 16,,1
N130233,DESOTO 17 1,,DESOTO 17,,1
N130234,DESOTO 18 1,,DESOTO 18,,1
N130235,DESOTO 19 1,,DESOTO 19,,1
N130236,DESOTO 20 1,,DESOTO 20,,1
N130237,DESOTO 21 1,,DESOTO 21,,1
N130238,DESOTO 22 1,,DESOTO 22,,1
N130239,DESOTO 23 1,,DESOTO 23,,1
N130240,LANCASTER 17 1,,LANCASTER 17,,1
N130241,DESOTO 24 1,,DESOTO 24,,1
N130242,DESOTO 25 1,,DESOTO 25,,1
N130243,DESOTO 26 1,,DESOTO 26,,1
N130244,LANCASTER 18 1,,LANCASTER 18,,1
N130245,LANCASTER 19 1,,LANCASTER 19,,1
N130246,LANCASTER 20 1,,LANCASTER 20,,1
N130247,LANCASTER 21 1,,LANCASTER 21,,1
N130248,LANCASTER 22 1,,LANCASTER 22,,1
N130249,DESOTO 27 1,,DESOTO 27,,1
N130250,RED OAK 1 1,,RED OAK 1,,1
N130251,RED OAK 2 1,,RED OAK 2,,1
N130252,WILMER 5 1,,WILMER 5,,1
N130253,WILMER 6 1,,WILMER 6,,1
N130254,LANCASTER 23 1,,LANCASTER 23,,1
N130255,DESOTO 28 1,,DESOTO 28,,1
N130256,LANCASTER 24 1,,LANCASTER 24,,1
N130257,DESOTO 29 1,,DESOTO 29,,1
N130258,DESOTO 30 1,,DESOTO 30,,1
N130259,DESOTO 30 2,,DESOTO 30,,1
N130260,DESOTO 31 1,,DESOTO 31,,1
N130261,LANCASTER 25 1,,LANCASTER 25,,1
N130262,DESOTO 32 1,,DESOTO 32,,1
N130263,LANCASTER 26 1,,LANCASTER 26,,1
N130264,LANCASTER 27 1,,LANCASTER 27,,1
N130265,DESOTO 33 1,,DESOTO 33,,1
N130266,LANCASTER 28 1,,LANCASTER 28,,1
N130267,LANCASTER 29 1,,LANCASTER 29,,1
N130268,LANCASTER 30 1,,LANCASTER 30,,1
N130269,LANCASTER 31 1,,LANCASTER 31,,1
N130270,DESOTO 34 1,,DESOTO 34,,1
N130271,DALLAS 24 1,,DALLAS 24,,1
N130272,DALLAS 24 2,,DALLAS 24,,1
N130273,DALLAS 25 1,,DALLAS 25,,1
N130274,DALLAS 26 1,,DALLAS 26,,1
N130275,DALLAS 27 1,,DALLAS 27,,1
N130276,DALLAS 28 1,,DALLAS 28,,1
N130277,DALLAS 29 1,,DALLAS 29,,1
N130278,DALLAS 30 1,,DALLAS 30,,1
N130279,DALLAS 31 1,,DALLAS 31,,1
N130280,DALLAS 32 1,,DALLAS 32,,1
N130281,DALLAS 32 2,,DALLAS 32,,1
N130282,DALLAS 33 1,,DALLAS 33,,1
N130283,DALLAS 34 1,,DALLAS 34,,1
N130284,DALLAS 35 1,,DALLAS 35,,1
N130285,DALLAS 36 1,,DALLAS 36,,1
N130286,DALLAS 37 1,,DALLAS 37,,1
N130287,DALLAS 37 2,,DALLAS 37,,1
N130288,DALLAS 38 1,,DALLAS 38,,1
N130289,ADDISON 8 1,,ADDISON 8,,1
N130290,RICHARDSON 1 1,,RICHARDSON 1,,1
N130291,DALLAS 39 1,,DALLAS 39,,1
N130292,DALLAS 40 1,,DALLAS 40,,1
N130293,DALLAS 41 1,,DALLAS 41,,1
N130294,DALLAS 41 2,,DALLAS 41,,1
N130295,DALLAS 41 3,,DALLAS 41,,1
N130296,DALLAS 41 4,,DALLAS 41,,1
N130297,DALLAS 42 1,,DALLAS 42,,1
N130298,DALLAS 42 2,,DALLAS 42,,1
N130299,DALLAS 43 1,,DALLAS 43,,1
N130300,DALLAS 44 1,,DALLAS 44,,1
N130301,DALLAS 45 1,,DALLAS 45,,1
N130302,DALLAS 46 1,,DALLAS 46,,1
N130303,FERRIS 2 1,,FERRIS 2,,1
N130304,ENNIS 3 1,,ENNIS 3,,1
N130305,CORSICANA 3 1,,CORSICANA 3,,1
N130306,PALMER 2 1,,PALMER 2,,1
N130307,ENNIS 4 1,,ENNIS 4,,1
N130308,WAXAHACHIE 2 1,,WAXAHACHIE 2,,1
N130309,ENNIS 5 1,,ENNIS 5,,1
N130310,CORSICANA 4 1,,CORSICANA 4,,1
N130311,CORSICANA 4 2,,CORSICANA 4,,1
N130312,RED OAK 3 1,,RED OAK 3,,1
N130313,PALMER 3 1,,PALMER 3,,1
N130314,RED OAK 4 1,,RED OAK 4,,1
N130315,BARRY 4 1,,BARRY 4,,1
N130316,RICE 3 1,,RICE 3,,1
N130317,RED OAK 5 1,,RED OAK 5,,1
N130318,WAXAHACHIE 3 1,,WAXAHACHIE 3,,1
N130319,CORSICANA 5 1,,CORSICANA 5,,1
N130320,RED OAK 6 1,,RED OAK 6,,1
N130321,RED OAK 7 1,,RED OAK 7,,1
N130322,RED OAK 8 1,,RED OAK 8,,1
N130323,RED OAK 9 1,,RED OAK 9,,1
N130324,WAXAHACHIE 4 1,,WAXAHACHIE 4,,1
N130325,BLOOMING GROVE 3 1,,BLOOMING GROVE 3,,1
N130326,RICE 4 1,,RICE 4,,1
N130327,WAXAHACHIE 5 1,,WAXAHACHIE 5,,1
N130328,WAXAHACHIE 5 2,,WAXAHACHIE 5,,1
N130329,ENNIS 6 1,,ENNIS 6,,1
N130330,ENNIS 6 2,,ENNIS 6,,1
N130331,RED OAK 10 1,,RED OAK 10,,1
N130332,ENNIS 7 1,,ENNIS 7,,1
N130333,RED OAK 11 1,,RED OAK 11,,1
N130334,WORTHAM 2 1,,WORTHAM 2,,1
N130335,DAWSON 2 1,,DAWSON 2,,1
N130336,RICHLAND 2 1,,RICHLAND 2,,1
N130337,COOLIDGE 2 1,,COOLIDGE 2,,1
N130338,FORNEY 1 1,,FORNEY 1,,1
N130339,KAUFMAN 4 1,,KAUFMAN 4,,1
N130340,KAUFMAN 5 1,,KAUFMAN 5,,1
N130341,CRANDALL 1 1,,CRANDALL 1,,1
N130342,FORNEY 2 1,,FORNEY 2,,1
N130343,CRANDALL 2 1,,CRANDALL 2,,1
N130344,SCURRY 3 1,,SCURRY 3,,1
N130345,KAUFMAN 6 1,,KAUFMAN 6,,1
N130346,KEMP 2 1,,KEMP 2,,1
N130347,KEMP 3 1,,KEMP 3,,1
N130348,KEMP 4 1,,KEMP 4,,1
N130349,TRINIDAD 1 1,,TRINIDAD 1,,1
N130350,DUNCANVILLE 14 1,,DUNCANVILLE 14,,1
N130351,DUNCANVILLE 14 2,,DUNCANVILLE 14,,1
N130352,DUNCANVILLE 14 3,,DUNCANVILLE 14,,1
N130353,DUNCANVILLE 14 4,,DUNCANVILLE 14,,1
N130354,BARDWELL 2 1,,BARDWELL 2,,1
N130355,BARDWELL 2 2,,BARDWELL 2,,1
N130356,BARDWELL 2 3,,BARDWELL 2,,1
N130357,FORNEY 3 1,,FORNEY 3,,1
N130358,FORNEY 3 2,,FORNEY 3,,1
N130359,FORNEY 3 3,,FORNEY 3,,1
N130360,FORNEY 3 4,,FORNEY 3,,1
N130361,FORNEY 3 5,,FORNEY 3,,1
N130362,FORNEY 3 6,,FORNEY 3,,1
N130363,FORNEY 3 7,,FORNEY 3,,1
N130364,FORNEY 3 8,,FORNEY 3,,1
N130365,FORNEY 3 9,,FORNEY 3,,1
N130366,FORNEY 3 10,,FORNEY 3,,1
N130367,FERRIS 3 1,,FERRIS 3,,1
N130368,FERRIS 3 2,,FERRIS 3,,1
N130369,FERRIS 3 3,,FERRIS 3,,1
N130370,FERRIS 3 4,,FERRIS 3,,1
N130371,HUTCHINS 3 1,,HUTCHINS 3,,1
N130372,HUTCHINS 3 2,,HUTCHINS 3,,1
N130373,HUTCHINS 3 3,,HUTCHINS 3,,1
N130374,HUTCHINS 3 4,,HUTCHINS 3,,1
N130375,HUTCHINS 3 5,,HUTCHINS 3,,1
N140001,ROUND MOUNTAIN 1 1,,ROUND MOUNTAIN 1,,1
N140002,ROUND MOUNTAIN 2 1,,ROUND MOUNTAIN 2,,1
N140003,SPICEWOOD 1 1,,SPICEWOOD 1,,1
N140004,DRIPPING SPRINGS 1 1,,DRIPPING SPRINGS 1,,1
N140005,WILLOW CITY 2 1,,WILLOW CITY 2,,1
N140006,MULDOON 1 1,,MULDOON 1,,1
N140007,SMITHVILLE 1 1,,SMITHVILLE 1,,1
N140008,ELGIN 1 1,,ELGIN 1,,1
N140009,ELGIN 2 1,,ELGIN 2,,1
N140010,MC DADE 1 1,,MC DADE 1,,1
N140011,ELGIN 3 1,,ELGIN 3,,1
N140012,CEDAR CREEK 1 1,,CEDAR CREEK 1,,1
N140013,PAIGE 1 1,,PAIGE 1,,1
N140014,BASTROP 1 1,,BASTROP 1,,1
N140015,BASTROP 2 1,,BASTROP 2,,1
N140016,CEDAR CREEK 2 1,,CEDAR CREEK 2,,1
N140017,DEL VALLE 1 1,,DEL VALLE 1,,1
N140018,DALE 1 1,,DALE 1,,1
N140019,CEDAR CREEK 3 1,,CEDAR CREEK 3,,1
N140020,RED ROCK 1 1,,RED ROCK 1,,1
N140021,BASTROP 3 1,,BASTROP 3,,1
N140022,SMITHVILLE 2 1,,SMITHVILLE 2,,1
N140023,MULDOON 2 1,,MULDOON 2,,1
N140024,ROSANKY 1 1,,ROSANKY 1,,1
N140025,PAIGE 2 1,,PAIGE 2,,1
N140026,SMITHVILLE 3 1,,SMITHVILLE 3,,1
N140027,SMITHVILLE 4 1,,SMITHVILLE 4,,1
N140028,THRALL 1 1,,THRALL 1,,1
N140029,ELGIN 4 1,,ELGIN 4,,1
N140030,RED ROCK 2 1,,RED ROCK 2,,1
N140031,CEDAR CREEK 4 1,,CEDAR CREEK 4,,1
N140032,LA GRANGE 1 1,,LA GRANGE 1,,1
N140033,PAIGE 3 1,,PAIGE 3,,1
N140034,WEST POINT 1 1,,WEST POINT 1,,1
N140035,WEST POINT 2 1,,WEST POINT 2,,1
N140036,LINCOLN 1 1,,LINCOLN 1,,1
N140037,GIDDINGS 1 1,,GIDDINGS 1,,1
N140038,ELGIN 5 1,,ELGIN 5,,1
N140039,BASTROP 4 1,,BASTROP 4,,1
N140040,SMITHVILLE 5 1,,SMITHVILLE 5,,1
N140041,SCHULENBURG 1 1,,SCHULENBURG 1,,1
N140042,KINGSLAND 1 1,,KINGSLAND 1,,1
N140043,MARBLE FALLS 1 1,,MARBLE FALLS 1,,1
N140044,MARBLE FALLS 2 1,,MARBLE FALLS 2,,1
N140045,MARBLE FALLS 3 1,,MARBLE FALLS 3,,1
N140046,SPICEWOOD 2 1,,SPICEWOOD 2,,1
N140047,MARBLE FALLS 4 1,,MARBLE FALLS 4,,1
N140048,THORNDALE 1 1,,THORNDALE 1,,1
N140049,THRALL 2 1,,THRALL 2,,1
N140050,LLANO 1 1,,LLANO 1,,1
N140051,KINGSLAND 2 1,,KINGSLAND 2,,1
N140052,LLANO 2 1,,LLANO 2,,1
N140053,BUDA 1 1,,BUDA 1,,1
N140054,DEL VALLE 2 1,,DEL VALLE 2,,1
N140055,DEL VALLE 3 1,,DEL VALLE 3,,1
N140056,BUDA 2 1,,BUDA 2,,1
N140057,BUDA 2 2,,BUDA 2,,1
N140058,AUSTIN 1 1,,AUSTIN 1,,1
N140059,AUSTIN 2 1,,AUSTIN 2,,1
N140060,AUSTIN 3 1,,AUSTIN 3,,1
N140061,AUSTIN 4 1,,AUSTIN 4,,1
N140062,AUSTIN 5 1,,AUSTIN 5,,1
N140063,AUSTIN 6 1,,AUSTIN 6,,1
N140064,AUSTIN 7 1,,AUSTIN 7,,1
N140065,AUSTIN 7 2,,AUSTIN 7,,1
N140066,AUSTIN 8 1,,AUSTIN 8,,1
N140067,AUSTIN 9 1,,AUSTIN 9,,1
N140068,AUSTIN 10 1,,AUSTIN 10,,1
N140069,AUSTIN 11 1,,AUSTIN 11,,1
N140070,AUSTIN 12 1,,AUSTIN 12,,1
N140071,AUSTIN 12 2,,AUSTIN 12,,1
N140072,AUSTIN 12 3,,AUSTIN 12,,1
N140073,AUSTIN 12 4,,AUSTIN 12,,1
N140074,AUSTIN 13 1,,AUSTIN 13,,1
N140075,AUSTIN 13 2,,AUSTIN 13,,1
N140076,AUSTIN 14 1,,AUSTIN 14,,1
N140077,AUSTIN 15 1,,AUSTIN 15,,1
N140078,AUSTIN 16 1,,AUSTIN 16,,1
N140079,AUSTIN 16 2,,AUSTIN 16,,1
N140080,AUSTIN 17 1,,AUSTIN 17,,1
N140081,AUSTIN 18 1,,AUSTIN 18,,1
N140082,DEL VALLE 4 1,,DEL VALLE 4,,1
N140083,AUSTIN 19 1,,AUSTIN 19,,1
N140084,AUSTIN 20 1,,AUSTIN 20,,1
N140085,AUSTIN 21 1,,AUSTIN 21,,1
N140086,AUSTIN 22 1,,AUSTIN 22,,1
N140087,AUSTIN 23 1,,AUSTIN 23,,1
N140088,AUSTIN 24 1,,AUSTIN 24,,1
N140089,AUSTIN 25 1,,AUSTIN 25,,1
N140090,AUSTIN 25 2,,AUSTIN 25,,1
N140091,AUSTIN 26 1,,AUSTIN 26,,1
N140092,AUSTIN 26 2,,AUSTIN 26,,1
N140093,AUSTIN 27 1,,AUSTIN 27,,1
N140094,AUSTIN 27 2,,AUSTIN 27,,1
N140095,AUSTIN 28 1,,AUSTIN 28,,1
N140096,AUSTIN 29 1,,AUSTIN 29,,1
N140097,AUSTIN 29 2,,AUSTIN 29,,1
N140098,AUSTIN 30 1,,AUSTIN 30,,1
N140099,SPICEWOOD 3 1,,SPICEWOOD 3,,1
N140100,LEANDER 1 1,,LEANDER 1,,1
N140101,SPICEWOOD 4 1,,SPICEWOOD 4,,1
N140102,SPICEWOOD 4 2,,SPICEWOOD 4,,1
N140103,CEDAR PARK 1 1,,CEDAR PARK 1,,1
N140104,SPICEWOOD 5 1,,SPICEWOOD 5,,1
N140105,SPICEWOOD 6 1,,SPICEWOOD 6,,1
N140106,LEANDER 2 1,,LEANDER 2,,1
N140107,CEDAR PARK 2 1,,CEDAR PARK 2,,1
N140108,SPICEWOOD 7 1,,SPICEWOOD 7,,1
N140109,CEDAR PARK 3 1,,CEDAR PARK 3,,1
N140110,SPICEWOOD 8 1,,SPICEWOOD 8,,1
N140111,SPICEWOOD 9 1,,SPICEWOOD 9,,1
N140112,LEANDER 3 1,,LEANDER 3,,1
N140113,AUSTIN 31 1,,AUSTIN 31,,1
N140114,CEDAR PARK 4 1,,CEDAR PARK 4,,1
N140115,SPICEWOOD 10 1,,SPICEWOOD 10,,1
N140116,LEANDER 4 1,,LEANDER 4,,1
N140117,SPICEWOOD 11 1,,SPICEWOOD 11,,1
N140118,SPICEWOOD 12 1,,SPICEWOOD 12,,1
N140119,SPICEWOOD 12 2,,SPICEWOOD 12,,1
N140120,SPICEWOOD 13 1,,SPICEWOOD 13,,1
N140121,MANCHACA 1 1,,MANCHACA 1,,1
N140122,MANCHACA 1 2,,MANCHACA 1,,1
N140123,AUSTIN 32 1,,AUSTIN 32,,1
N140124,CEDAR PARK 5 1,,CEDAR PARK 5,,1
N140125,PFLUGERVILLE 1 1,,PFLUGERVILLE 1,,1
N140126,AUSTIN 33 1,,AUSTIN 33,,1
N140127,CEDAR PARK 6 1,,CEDAR PARK 6,,1
N140128,AUSTIN 34 1,,AUSTIN 34,,1
N140129,AUSTIN 35 1,,AUSTIN 35,,1
N140130,ROUND ROCK 1 1,,ROUND ROCK 1,,1
N140131,ROUND ROCK 1 2,,ROUND ROCK 1,,1
N140132,AUSTIN 36 1,,AUSTIN 36,,1
N140133,AUSTIN 37 1,,AUSTIN 37,,1
N140134,AUSTIN 38 1,,AUSTIN 38,,1
N140135,AUSTIN 39 1,,AUSTIN 39,,1
N140136,AUSTIN 39 2,,AUSTIN 39,,1
N140137,AUSTIN 39 3,,AUSTIN 39,,1
N140138,AUSTIN 39 4,,AUSTIN 39,,1
N140139,AUSTIN 40 1,,AUSTIN 40,,1
N140140,AUSTIN 41 1,,AUSTIN 41,,1
N140141,ROUND ROCK 2 1,,ROUND ROCK 2,,1
N140142,CEDAR PARK 7 1,,CEDAR PARK 7,,1
N140143,CEDAR PARK 7 2,,CEDAR PARK 7,,1
N140144,CEDAR PARK 8 1,,CEDAR PARK 8,,1
N140145,PFLUGERVILLE 2 1,,PFLUGERVILLE 2,,1
N140146,AUSTIN 42 1,,AUSTIN 42,,1
N140147,AUSTIN 42 2,,AUSTIN 42,,1
N140148,AUSTIN 43 1,,AUSTIN 43,,1
N140149,CEDAR PARK 9 1,,CEDAR PARK 9,,1
N140150,AUSTIN 44 1,,AUSTIN 44,,1
N140151,AUSTIN 45 1,,AUSTIN 45,,1
N140152,AUSTIN 45 2,,AUSTIN 45,,1
N140153,AUSTIN 46 1,,AUSTIN 46,,1
N140154,AUSTIN 47 1,,AUSTIN 47,,1
N140155,MANOR 1 1,,MANOR 1,,1
N140156,MANOR 1 2,,MANOR 1,,1
N140157,MANOR 1 3,,MANOR 1,,1
N140158,MANOR 1 4,,MANOR 1,,1
N140159,MANOR 2 1,,MANOR 2,,1
N140160,MANOR 3 1,,MANOR 3,,1
N140161,DEL VALLE 5 1,,DEL VALLE 5,,1
N140162,DEL VALLE 5 2,,DEL VALLE 5,,1
N140163,DEL VALLE 6 1,,DEL VALLE 6,,1
N140164,DEL VALLE 7 1,,DEL VALLE 7,,1
N140165,MANOR 4 1,,MANOR 4,,1
N140166,DEL VALLE 8 1,,DEL VALLE 8,,1
N140167,MANOR 5 1,,MANOR 5,,1
N140168,MANOR 5 2,,MANOR 5,,1
N140169,DRIPPING SPRINGS 2 1,,DRIPPING SPRINGS 2,,1
N140170,DRIPPING SPRINGS 3 1,,DRIPPING SPRINGS 3,,1
N140171,DRIPPING SPRINGS 3 2,,DRIPPING SPRINGS 3,,1
N140172,MANCHACA 2 1,,MANCHACA 2,,1
N140173,DRIFTWOOD 1 1,,DRIFTWOOD 1,,1
N140174,DRIPPING SPRINGS 4 1,,DRIPPING SPRINGS 4,,1
N140175,DRIFTWOOD 2 1,,DRIFTWOOD 2,,1
N140176,DRIFTWOOD 3 1,,DRIFTWOOD 3,,1
N140177,DRIFTWOOD 3 2,,DRIFTWOOD 3,,1
N140178,DRIPPING SPRINGS 5 1,,DRIPPING SPRINGS 5,,1
N140179,DRIPPING SPRINGS 6 1,,DRIPPING SPRINGS 6,,1
N140180,DRIPPING SPRINGS 7 1,,DRIPPING SPRINGS 7,,1
N140181,PFLUGERVILLE 3 1,,PFLUGERVILLE 3,,1
N140182,ROUND ROCK 3 1,,ROUND ROCK 3,,1
N140183,PFLUGERVILLE 4 1,,PFLUGERVILLE 4,,1
N140184,PFLUGERVILLE 4 2,,PFLUGERVILLE 4,,1
N140185,ROUND ROCK 4 1,,ROUND ROCK 4,,1
N140186,ROUND ROCK 4 2,,ROUND ROCK 4,,1
N140187,ROUND ROCK 4 3,,ROUND ROCK 4,,1
N140188,ROUND ROCK 5 1,,ROUND ROCK 5,,1
N140189,PFLUGERVILLE 5 1,,PFLUGERVILLE 5,,1
N140190,PFLUGERVILLE 5 2,,PFLUGERVILLE 5,,1
N140191,PFLUGERVILLE 6 1,,PFLUGERVILLE 6,,1
N140192,MANOR 6 1,,MANOR 6,,1
N140193,COUPLAND 1 1,,COUPLAND 1,,1
N140194,ROUND ROCK 6 1,,ROUND ROCK 6,,1
N140195,ROUND ROCK 6 2,,ROUND ROCK 6,,1
N140196,ROUND ROCK 7 1,,ROUND ROCK 7,,1
N140197,PFLUGERVILLE 7 1,,PFLUGERVILLE 7,,1
N140198,AUSTIN 48 1,,AUSTIN 48,,1
N140199,MANCHACA 3 1,,MANCHACA 3,,1
N140200,MANCHACA 3 2,,MANCHACA 3,,1
N140201,MANCHACA 3 3,,MANCHACA 3,,1
N140202,MANCHACA 3 4,,MANCHACA 3,,1
N140203,AUSTIN 49 1,,AUSTIN 49,,1
N140204,AUSTIN 50 1,,AUSTIN 50,,1
N140205,MANCHACA 4 1,,MANCHACA 4,,1
N140206,MANCHACA 4 2,,MANCHACA 4,,1
N140207,MANCHACA 5 1,,MANCHACA 5,,1
